,行业,行业指数,涨跌幅,流入资金(亿),流出资金(亿),净额(亿),公司家数,领涨股,涨跌幅.1,当前价(元)
44,半导体及元件,7077.48,1.36%,172.52,149.56,22.96,199,中富电路,13.15%,37.0
45,食品加工制造,4865.84,1.32%,36.21,37.26,-1.05,82,宝立食品,10.00%,21.56
46,零售,1567.46,1.31%,45.17,37.37,7.81,71,华致酒行,7.97%,22.89
47,光学光电子,3151.32,1.29%,39.25,35.09,4.16,106,华映科技,10.10%,2.18
48,医疗服务,15725.9,1.28%,26.39,20.6,5.8,51,数字人,15.10%,10.52
49,通信设备,3921.42,1.26%,48.69,45.35,3.34,87,震有科技,5.29%,16.13
0,农产品加工,3828.39,1.24%,11.23,9.98,1.25,41,路斯股份,8.60%,9.09
1,汽车服务,1030.5,1.22%,3.9,3.29,0.62,11,德众汽车,3.45%,2.7
2,电力设备,4453.14,1.20%,152.34,143.82,8.52,362,天宏锂电,8.83%,6.9
3,种植业与林业,3618.52,1.17%,10.87,9.71,1.16,24,万辰生物,4.87%,39.2
4,电力,1473.59,1.16%,45.23,45.72,-0.48,95,大连热电,4.88%,7.73
5,国防军工,1628.9,1.11%,67.74,61.69,6.06,140,华力创通,20.03%,16.72
6,其他电子,8582.96,1.06%,10.76,11.4,-0.64,37,视声智能,8.81%,13.83
7,电子化学品,31262.2,1.05%,17.15,17.55,-0.4,36,德邦科技,8.09%,61.7
8,养殖业,2600.51,1.04%,17.86,17.63,0.23,27,大湖股份,5.53%,9.35
9,汽车零部件,3931.82,1.04%,69.72,73.55,-3.82,229,邦德股份,15.63%,10.43
10,白色家电,4707.92,1.03%,25.52,24.43,1.09,35,合肥高科,5.12%,5.96
11,仪器仪表,4015.18,0.99%,9.12,9.76,-0.64,53,奥迪威,9.85%,11.6
12,美容护理,4714.13,0.95%,10.99,10.02,0.98,32,百亚股份,4.91%,14.75
13,其他社会服务,15263.4,0.92%,8.24,8.73,-0.49,66,*ST明诚,5.13%,3.28
14,农业服务,7125.36,0.81%,1.57,1.63,-0.06,16,永顺生物,4.17%,7.0
15,中药,3504.49,0.81%,21.39,21.45,-0.06,73,*ST吉药,6.12%,3.12
16,互联网电商,6380.87,0.77%,5.22,5.98,-0.76,21,华鼎股份,2.92%,3.52
17,房地产开发,1711.23,0.68%,67.36,79.93,-12.57,96,中迪投资,9.96%,7.51
18,证券,1311.78,0.55%,107.65,113.93,-6.29,50,东吴证券,3.08%,8.38
19,自动化设备,15333.0,0.48%,34.52,39.59,-5.07,91,巨能股份,14.52%,17.82
20,化学制药,4642.22,0.43%,29.62,34.39,-4.77,155,德源药业,18.12%,29.72
21,传媒,2427.7,0.43%,105.32,121.79,-16.47,133,平治信息,5.80%,34.5
22,机场航运,1972.36,0.42%,9.54,9.54,0.01,13,白云机场,2.10%,12.15
23,医药商业,4731.54,0.28%,11.4,12.47,-1.07,31,润达医疗,6.98%,14.72
24,生物制品,5520.99,0.20%,12.52,13.53,-1.01,55,诺思兰德,8.72%,10.6
25,医疗器械,9793.69,-0.08%,21.88,26.88,-5.0,126,锦好医疗,8.21%,8.7
