,行业,行业指数,涨跌幅,流入资金(亿),流出资金(亿),净额(亿),公司家数,领涨股,涨跌幅.1,当前价(元)
40,电力,1513.49,-0.77%,20.95,26.96,-6.01,95,新筑股份,5.50%,5.56
41,工业金属,2259.29,-0.77%,16.88,20.13,-3.24,60,豪美新材,2.46%,18.34
42,化工合成材料,3822.8,-0.85%,11.23,15.51,-4.28,107,永悦科技,7.62%,10.03
43,港口航运,911.768,-0.87%,5.04,8.18,-3.14,36,国航远洋,0.28%,3.56
44,化学制品,5205.77,-1.00%,30.3,38.14,-7.84,221,常青科技,6.71%,35.29
45,化学制药,4770.32,-1.04%,55.85,64.78,-8.93,155,康芝药业,6.16%,6.72
46,石油加工贸易,2864.37,-1.04%,6.84,10.94,-4.1,28,宝莫股份,1.24%,4.9
47,汽车服务,1009.8,-1.11%,1.75,2.11,-0.36,11,德众汽车,0.38%,2.64
48,零售,1583.75,-1.12%,23.59,30.64,-7.06,71,云南城投,6.14%,2.94
49,电力设备,4472.62,-1.17%,121.61,151.66,-30.05,361,盟固利,19.99%,50.9
0,小家电,3134.96,-1.18%,3.03,3.84,-0.8,26,德昌股份,0.57%,17.73
1,小金属,4035.95,-1.18%,20.78,29.17,-8.38,42,华友钴业,1.85%,50.08
2,中药,3600.74,-1.19%,27.5,36.93,-9.43,73,*ST太安,5.16%,2.65
3,教育,4384.71,-1.19%,2.87,3.98,-1.11,19,*ST豆神,4.70%,2.45
4,黑色家电,2955.05,-1.24%,1.81,2.67,-0.86,10,海信视像,0.09%,21.23
5,油气开采及服务,1109.18,-1.28%,5.38,10.02,-4.64,20,ST洲际,1.89%,2.69
6,专用设备,4313.54,-1.29%,21.47,31.22,-9.75,202,*ST和科,5.00%,11.14
7,仪器仪表,3865.59,-1.37%,2.91,4.64,-1.72,52,集智股份,3.92%,51.72
8,其他电子,8267.55,-1.40%,6.28,8.06,-1.77,37,中电港,2.45%,26.77
9,汽车整车,2341.66,-1.48%,24.17,35.73,-11.56,25,ST曙光,0.57%,5.3
10,通信服务,1993.51,-1.50%,28.28,38.32,-10.04,47,世纪恒通,5.51%,46.69
11,光学光电子,2985.55,-1.55%,17.71,25.98,-8.26,106,*ST长方,1.79%,1.71
12,国防军工,1569.04,-1.55%,32.26,48.02,-15.76,140,司南导航,27.64%,64.46
13,汽车零部件,3703.21,-1.58%,35.43,49.32,-13.89,227,*ST越博,4.69%,6.03
14,电子化学品,29029.4,-1.60%,8.54,12.18,-3.64,34,ST瑞德,4.83%,2.17
15,通用设备,4599.91,-1.61%,19.44,29.05,-9.61,175,开创电气,2.35%,33.47
16,消费电子,5649.38,-1.63%,29.78,39.24,-9.46,99,信音电子,6.41%,26.9
17,医药商业,5175.14,-1.69%,32.04,42.02,-9.98,31,开开实业,10.02%,15.7
18,景点及旅游,2831.15,-1.73%,3.94,7.08,-3.13,21,大连圣亚,1.46%,16.04
19,金属新材料,7602.89,-1.81%,3.35,5.58,-2.24,27,屹通新材,0.38%,24.0
20,传媒,2352.48,-1.86%,84.07,115.85,-31.78,133,卓创资讯,10.14%,78.06
21,计算机应用,10403.2,-1.91%,188.18,235.95,-47.77,257,路桥信息,128.29%,15.98
22,半导体及元件,6707.46,-1.95%,81.55,100.48,-18.94,198,阿石创,2.96%,28.15
23,自动化设备,14676.1,-2.20%,25.36,34.58,-9.22,91,柏楚电子,5.98%,241.63
24,通信设备,3849.01,-2.28%,60.69,75.84,-15.15,87,朗威股份,3.49%,48.0
25,计算机设备,2569.65,-2.31%,44.36,58.09,-13.73,80,兆日科技,2.94%,7.35
