,行业,行业指数,涨跌幅,流入资金(亿),流出资金(亿),净额(亿),公司家数,领涨股,涨跌幅.1,当前价(元)
38,专用设备,4406.81,0.28%,27.48,31.63,-4.15,202,银宝山新,10.00%,7.59
39,环保,3214.63,0.20%,19.67,21.93,-2.26,145,路德环境,6.30%,27.32
40,汽车零部件,3791.83,0.17%,52.08,54.82,-2.74,227,云内动力,10.07%,3.28
41,其他电子,8510.66,0.17%,5.88,6.59,-0.71,37,商络电子,2.24%,7.75
42,医疗器械,9976.3,0.16%,31.45,32.79,-1.35,126,五洲医疗,20.00%,47.64
43,化工合成材料,3873.44,0.07%,16.99,15.4,1.58,107,华西股份,5.37%,11.38
44,金属新材料,7858.16,0.05%,4.23,4.83,-0.6,27,云路股份,3.22%,77.58
45,白色家电,4503.55,-0.05%,14.13,15.75,-1.62,35,天银机电,2.42%,10.98
46,非金属材料,14221.0,-0.06%,2.69,2.62,0.07,12,石英股份,2.18%,95.99
47,小家电,3173.9,-0.07%,3.13,3.27,-0.14,26,荣泰健康,2.75%,22.79
48,石油加工贸易,2894.6,-0.11%,8.69,8.08,0.61,28,东华能源,4.79%,10.06
49,化学原料,2542.35,-0.12%,6.62,7.44,-0.82,58,航锦科技,1.37%,32.63
0,自动化设备,15193.1,-0.13%,26.92,27.94,-1.02,91,智信精密,8.24%,76.58
1,厨卫电器,5745.45,-0.14%,0.96,1.24,-0.28,9,华帝股份,1.50%,6.08
2,化学制品,5275.56,-0.14%,33.5,39.14,-5.64,221,联合化学,7.62%,27.13
3,电力设备,4590.42,-0.14%,147.65,170.87,-23.23,361,威力传动,12.33%,94.3
4,养殖业,2580.87,-0.25%,10.11,9.39,0.72,27,*ST正邦,3.55%,3.21
5,工业金属,2293.53,-0.27%,21.69,24.75,-3.06,60,铜陵有色,1.91%,3.21
6,机场航运,2143.44,-0.29%,10.41,11.19,-0.78,13,中信海直,1.05%,8.64
7,煤炭开采加工,2071.83,-0.33%,8.68,11.71,-3.03,35,华电能源,0.82%,2.45
8,电子化学品,29921.6,-0.34%,5.64,6.58,-0.94,34,中石科技,2.53%,18.62
9,生物制品,5706.54,-0.36%,16.14,19.17,-3.03,55,康辰药业,2.78%,34.05
10,半导体及元件,6965.41,-0.40%,83.33,93.61,-10.29,197,弘信电子,3.96%,16.79
11,燃气,1269.1,-0.40%,6.87,7.6,-0.73,29,美能能源,2.81%,19.72
12,食品加工制造,4896.41,-0.41%,18.28,23.38,-5.09,82,佳隆股份,4.35%,2.88
13,油气开采及服务,1129.12,-0.41%,8.4,9.57,-1.17,20,中油工程,1.80%,3.96
14,饮料制造,4556.79,-0.49%,52.08,71.53,-19.45,47,*ST西发,5.06%,8.3
15,农业服务,7093.6,-0.50%,1.22,1.57,-0.35,16,金河生物,1.27%,4.78
16,医疗服务,16307.3,-0.65%,29.43,33.44,-4.0,51,金凯生科,11.20%,108.36
17,种植业与林业,3622.82,-0.80%,4.48,6.25,-1.77,24,福建金森,1.78%,13.12
18,农产品加工,3863.71,-1.03%,10.53,15.21,-4.68,41,天马科技,3.76%,15.72
19,证券,1377.58,-1.05%,214.5,227.86,-13.36,50,首创证券,6.67%,24.0
20,保险及其他,1800.08,-1.08%,29.21,36.64,-7.43,38,亚联发展,2.39%,5.57
21,小金属,4132.87,-1.10%,23.85,33.58,-9.73,42,吉翔股份,2.23%,11.48
22,银行,930.811,-1.18%,36.06,54.06,-18.0,84,江苏银行,0.14%,7.06
23,房地产开发,1749.52,-1.54%,63.29,73.13,-9.83,97,ST世茂,5.20%,1.62
24,汽车整车,2391.16,-1.71%,45.8,76.41,-30.62,25,ST曙光,4.09%,5.35
25,房地产服务,3168.46,-2.22%,3.39,3.68,-0.29,8,招商积余,0.06%,15.81
