,行业,行业指数,涨跌幅,流入资金(亿),流出资金(亿),净额(亿),公司家数,领涨股,涨跌幅.1,当前价(元)
4,汽车零部件,3996.14,0.51%,111.23,116.75,-5.52,227,星源卓镁,8.83%,75.15
5,化学原料,2644.6,0.51%,12.9,14.67,-1.77,58,佳先股份,3.43%,4.82
6,化学制品,5462.13,0.45%,52.21,61.76,-9.55,222,天晟新材,20.07%,6.76
7,钢铁,1481.01,0.45%,28.65,30.19,-1.54,46,酒钢宏兴,2.94%,1.75
8,仪器仪表,4049.37,0.43%,6.31,6.02,0.29,52,精测电子,5.79%,89.95
9,农业服务,7421.53,0.42%,1.77,2.06,-0.29,16,永顺生物,4.73%,7.09
10,国防军工,1660.16,0.39%,96.1,99.02,-2.92,139,中国重工,5.02%,4.81
11,半导体及元件,7272.62,0.34%,143.05,140.15,2.91,196,东微半导,7.10%,133.75
12,消费电子,5869.02,0.33%,47.45,49.58,-2.14,99,豪声电子,3.59%,7.51
13,金属新材料,8044.17,0.30%,5.67,6.76,-1.09,27,惠同新材,6.27%,6.78
14,光学光电子,3148.48,0.29%,37.12,38.88,-1.76,105,联创电子,4.30%,11.65
15,通信设备,4031.65,0.24%,76.66,81.2,-4.54,88,三旺通信,7.09%,62.1
16,贵金属,1991.32,0.16%,8.85,12.65,-3.8,11,湖南黄金,1.22%,12.45
17,煤炭开采加工,2136.82,0.08%,17.74,25.52,-7.78,35,华电能源,2.41%,2.55
18,其他社会服务,14920.1,0.01%,5.58,6.41,-0.83,66,中体产业,3.39%,10.38
19,厨卫电器,6131.63,-0.05%,4.01,4.47,-0.46,9,老板电器,3.00%,29.18
20,自动化设备,15602.7,-0.06%,30.54,32.58,-2.05,90,信捷电气,6.15%,41.27
21,医药商业,4737.96,-0.21%,9.15,12.14,-2.99,31,国科恒泰,7.75%,19.06
22,中药,3560.94,-0.83%,28.3,44.57,-16.27,74,佛慈制药,2.31%,11.5
23,化学制药,4805.81,-1.06%,54.15,86.1,-31.95,154,赛托生物,10.86%,30.53
24,医疗器械,10330.0,-1.37%,38.74,52.19,-13.45,125,昊海生科,2.42%,93.4
25,生物制品,5894.58,-2.02%,29.94,47.98,-18.04,55,百普赛斯,2.72%,67.61
