,行业,行业指数,涨跌幅,流入资金(亿),流出资金(亿),净额(亿),公司家数,领涨股,涨跌幅.1,当前价(元)
49,白色家电,4692.97,0.46%,25.03,20.69,4.35,34,海尔智家,3.51%,24.45
0,化学制品,5437.52,0.45%,55.52,50.18,5.35,222,天晟新材,20.04%,5.63
1,养殖业,2619.73,0.45%,10.08,9.94,0.14,27,立华股份,2.08%,19.59
2,教育,4554.0,0.42%,6.5,5.85,0.65,19,创业黑马,5.44%,30.64
3,专用设备,4554.21,0.41%,50.59,49.34,1.25,201,森赫股份,20.00%,11.76
4,汽车服务,1077.02,0.41%,4.97,4.36,0.61,11,中汽股份,2.31%,6.65
5,化工合成材料,3975.5,0.34%,14.82,15.16,-0.35,107,震安科技,7.16%,25.89
6,金属新材料,8020.16,0.26%,5.6,5.69,-0.09,27,中科磁业,3.38%,63.37
7,电力,1549.56,0.24%,40.91,42.68,-1.77,95,嘉泽新能,1.67%,4.27
8,通用设备,4821.56,0.16%,28.66,33.0,-4.34,174,九菱科技,4.66%,11.01
9,电力设备,4725.37,0.15%,183.02,173.29,9.73,361,恒润股份,4.82%,24.15
10,电子化学品,30831.6,0.15%,7.52,8.34,-0.82,34,三孚新科,6.42%,64.81
11,景点及旅游,2892.77,0.08%,7.0,6.86,0.14,21,*ST凯撒,3.12%,4.29
12,互联网电商,6498.0,0.03%,7.54,7.76,-0.21,21,壹网壹创,2.49%,27.6
13,通信设备,4022.03,0.03%,69.55,75.28,-5.73,88,永鼎股份,4.79%,6.34
14,光学光电子,3139.43,0.01%,36.62,35.33,1.29,105,骏成科技,4.31%,38.02
15,消费电子,5849.73,-0.01%,43.32,44.69,-1.36,99,联创光电,7.44%,36.38
16,建筑装饰,3420.91,-0.08%,85.47,82.49,2.98,155,美丽生态,10.00%,2.86
17,其他电子,8829.56,-0.10%,12.41,14.05,-1.64,36,百邦科技,4.90%,14.78
18,其他社会服务,14918.8,-0.12%,5.22,6.07,-0.85,66,科锐国际,4.67%,38.13
19,国防军工,1653.66,-0.15%,85.07,108.9,-23.83,139,上海瀚讯,7.23%,14.54
20,仪器仪表,4032.13,-0.20%,4.0,5.29,-1.29,52,鼎阳科技,4.80%,49.78
21,自动化设备,15612.4,-0.20%,28.41,30.87,-2.45,90,逸飞激光,20.73%,56.5
22,半导体及元件,7248.23,-0.38%,123.18,139.13,-15.95,195,顺络电子,7.33%,26.94
23,环保,3318.49,-0.40%,25.59,32.21,-6.62,145,中山公用,2.81%,8.05
24,传媒,2381.02,-0.57%,86.99,117.15,-30.16,134,卓创资讯,8.86%,56.5
25,贵金属,1988.05,-0.85%,9.9,13.82,-3.92,11,中润资源,2.06%,4.45
