,行业,行业指数,涨跌幅,流入资金(亿),流出资金(亿),净额(亿),公司家数,领涨股,涨跌幅.1,当前价(元)
16,消费电子,5849.11,-1.50%,38.88,61.69,-22.81,99,华勤技术,4.23%,76.39
17,自动化设备,15357.2,-1.51%,27.04,42.69,-15.64,91,诚益通,4.71%,14.02
18,养殖业,2641.38,-1.53%,6.6,12.04,-5.45,27,*ST正邦,4.86%,3.02
19,贵金属,2055.39,-1.54%,8.06,10.91,-2.85,11,赤峰黄金,0.77%,15.62
20,景点及旅游,2827.6,-1.62%,3.05,5.75,-2.7,21,*ST凯撒,4.97%,4.65
21,汽车服务,1042.29,-1.83%,1.56,3.34,-1.79,11,中国汽研,-0.09%,22.93
22,教育,4516.25,-1.90%,3.04,6.25,-3.21,19,*ST豆神,1.76%,2.31
23,酒店及餐饮,2008.22,-1.98%,2.59,5.28,-2.69,9,君亭酒店,-0.89%,35.75
24,通信设备,4020.52,-2.50%,82.23,121.05,-38.82,88,天喻信息,2.04%,14.03
25,传媒,2446.02,-3.15%,97.98,165.64,-67.65,133,金逸影视,3.27%,12.95
