,行业,行业指数,涨跌幅,流入资金(亿),流出资金(亿),净额(亿),成交额,成交额占比%
65,电子化学品,28469.3,-2.38%,6.95,10.07,-3.12,17.02,0.24
26,美容护理,4405.27,-1.43%,7.71,9.49,-1.78,17.2,0.24
15,石油加工贸易,2817.42,-1.04%,8.03,7.73,0.3,15.76,0.22
43,机场航运,1953.05,-1.88%,5.52,10.07,-4.55,15.59,0.22
60,其他电子,8139.56,-2.28%,5.97,8.58,-2.61,14.55,0.21
17,公路铁路运输,1048.85,-1.13%,5.73,7.36,-1.63,13.09,0.19
7,油气开采及服务,1105.43,-0.55%,7.12,6.33,0.79,13.45,0.19
56,互联网电商,6233.11,-2.21%,4.56,7.88,-3.32,12.44,0.18
31,教育,4395.17,-1.49%,6.35,6.29,0.06,12.64,0.18
62,服装家纺,2247.49,-2.29%,4.59,7.58,-2.99,12.17,0.17
36,贵金属,1951.25,-1.70%,5.27,6.87,-1.6,12.14,0.17
27,仪器仪表,3838.55,-1.43%,5.62,5.96,-0.35,11.58,0.16
18,燃气,1260.43,-1.25%,4.46,5.38,-0.91,9.84,0.14
30,综合,2062.2,-1.46%,3.83,4.88,-1.05,8.71,0.12
8,种植业与林业,3468.16,-0.62%,3.74,3.64,0.11,7.380000000000001,0.1
22,酒店及餐饮,1892.44,-1.33%,3.49,3.53,-0.03,7.02,0.1
32,小家电,3057.53,-1.50%,3.37,3.7,-0.32,7.07,0.1
37,纺织制造,1747.18,-1.75%,2.51,3.71,-1.19,6.22,0.09
51,景点及旅游,2696.98,-2.05%,2.36,3.75,-1.38,6.109999999999999,0.09
69,金属新材料,7317.82,-2.70%,2.33,3.81,-1.48,6.140000000000001,0.09
13,汽车服务,999.127,-0.98%,2.95,3.45,-0.5,6.4,0.09
41,贸易,2333.62,-1.82%,2.03,3.32,-1.29,5.35,0.08
46,黑色家电,2895.53,-1.93%,1.58,3.3,-1.72,4.88,0.07
48,房地产服务,3009.88,-1.97%,1.84,2.19,-0.36,4.03,0.06
52,非金属材料,13348.7,-2.15%,1.02,1.67,-0.65,2.69,0.04
21,农业服务,6845.67,-1.32%,0.58,1.0,-0.41,1.58,0.02
55,厨卫电器,5484.28,-2.21%,0.59,1.07,-0.48,1.6600000000000001,0.02
