,行业,行业指数,涨跌幅,流入资金(亿),流出资金(亿),净额(亿),成交额,成交额占比%
33,家用轻工,3083.23,0.39%,9.26,9.68,-0.42,18.939999999999998,0.26
54,养殖业,2580.87,-0.25%,10.11,9.39,0.72,19.5,0.26
11,非汽车交运,2217.03,1.00%,8.34,9.45,-1.11,17.79,0.24
63,油气开采及服务,1129.12,-0.41%,8.4,9.57,-1.17,17.97,0.24
48,石油加工贸易,2894.6,-0.11%,8.69,8.08,0.61,16.77,0.23
26,港口航运,921.418,0.48%,8.15,8.64,-0.49,16.79,0.23
61,燃气,1269.1,-0.40%,6.87,7.6,-0.73,14.469999999999999,0.2
19,美容护理,4616.57,0.69%,7.7,7.42,0.27,15.120000000000001,0.2
31,物流,4486.94,0.42%,7.24,7.61,-0.37,14.850000000000001,0.2
24,贵金属,2006.11,0.52%,7.0,7.69,-0.68,14.690000000000001,0.2
49,化学原料,2542.35,-0.12%,6.62,7.44,-0.82,14.06,0.19
0,酒店及餐饮,2065.89,2.85%,7.14,6.53,0.61,13.67,0.18
12,服装家纺,2307.01,0.97%,6.23,7.01,-0.78,13.24,0.18
23,仪器仪表,3971.77,0.52%,6.29,6.63,-0.34,12.92,0.17
41,其他电子,8510.66,0.17%,5.88,6.59,-0.71,12.469999999999999,0.17
58,电子化学品,29921.6,-0.34%,5.64,6.58,-0.94,12.219999999999999,0.16
8,互联网电商,6439.32,1.54%,6.06,4.85,1.21,10.91,0.15
67,种植业与林业,3622.82,-0.80%,4.48,6.25,-1.77,10.73,0.14
13,其他社会服务,15015.7,0.91%,5.1,4.84,0.26,9.94,0.13
44,金属新材料,7858.16,0.05%,4.23,4.83,-0.6,9.06,0.12
16,造纸,1839.87,0.81%,4.88,4.18,0.69,9.059999999999999,0.12
14,公路铁路运输,1053.07,0.86%,4.95,4.2,0.75,9.15,0.12
6,教育,4490.87,1.63%,4.37,3.44,0.93,7.8100000000000005,0.11
36,综合,2134.35,0.30%,3.43,4.0,-0.57,7.43,0.1
75,房地产服务,3168.46,-2.22%,3.39,3.68,-0.29,7.07,0.1
47,小家电,3173.9,-0.07%,3.13,3.27,-0.14,6.4,0.09
34,黑色家电,3021.17,0.39%,2.68,2.63,0.05,5.3100000000000005,0.07
28,汽车服务,1025.02,0.46%,2.61,2.75,-0.13,5.359999999999999,0.07
21,贸易,2409.14,0.64%,2.76,2.58,0.18,5.34,0.07
46,非金属材料,14221.0,-0.06%,2.69,2.62,0.07,5.3100000000000005,0.07
9,纺织制造,1773.71,1.09%,2.69,2.59,0.09,5.279999999999999,0.07
65,农业服务,7093.6,-0.50%,1.22,1.57,-0.35,2.79,0.04
51,厨卫电器,5745.45,-0.14%,0.96,1.24,-0.28,2.2,0.03
