,行业,行业指数,涨跌幅,流入资金(亿),流出资金(亿),净额(亿),成交额,成交额占比%
47,农产品加工,3832.94,-0.80%,7.28,12.29,-5.01,19.57,0.28
20,石油加工贸易,2894.58,-0.00%,9.85,8.86,0.99,18.71,0.27
3,服装家纺,2337.57,1.32%,9.43,8.73,0.7,18.16,0.26
72,景点及旅游,2880.88,-1.85%,6.38,11.15,-4.77,17.53,0.25
69,其他电子,8384.59,-1.48%,7.01,10.35,-3.35,17.36,0.25
17,煤炭开采加工,2073.35,0.07%,7.79,10.06,-2.27,17.85,0.25
24,港口航运,919.738,-0.18%,8.04,8.76,-0.72,16.799999999999997,0.24
28,养殖业,2571.78,-0.35%,8.15,8.7,-0.55,16.85,0.24
70,机场航运,2111.14,-1.51%,6.02,10.46,-4.44,16.48,0.23
11,美容护理,4634.77,0.39%,7.19,8.34,-1.15,15.530000000000001,0.22
14,物流,4494.5,0.17%,7.27,8.44,-1.17,15.709999999999999,0.22
10,非汽车交运,2227.34,0.47%,6.69,8.18,-1.48,14.870000000000001,0.21
15,造纸,1842.69,0.15%,6.76,7.48,-0.72,14.24,0.2
73,贵金属,1967.49,-1.93%,4.69,9.53,-4.83,14.219999999999999,0.2
6,公路铁路运输,1063.7,1.01%,8.27,5.76,2.51,14.03,0.2
34,油气开采及服务,1123.53,-0.49%,5.12,7.18,-2.05,12.3,0.17
75,酒店及餐饮,2002.97,-3.05%,3.92,8.38,-4.45,12.3,0.17
35,燃气,1262.81,-0.50%,5.39,6.05,-0.66,11.44,0.16
13,综合,2141.23,0.32%,4.57,6.84,-2.27,11.41,0.16
30,化学原料,2532.51,-0.39%,4.85,6.76,-1.9,11.61,0.16
64,仪器仪表,3919.29,-1.32%,3.95,5.7,-1.76,9.65,0.14
68,金属新材料,7742.7,-1.47%,3.35,5.25,-1.9,8.6,0.12
48,其他社会服务,14894.1,-0.81%,3.76,5.03,-1.27,8.79,0.12
43,种植业与林业,3600.14,-0.63%,3.41,4.96,-1.56,8.370000000000001,0.12
2,纺织制造,1797.56,1.34%,3.9,3.02,0.88,6.92,0.1
21,小家电,3172.42,-0.05%,3.46,3.58,-0.12,7.04,0.1
60,教育,4437.68,-1.18%,2.37,4.13,-1.76,6.5,0.09
31,非金属材料,14159.6,-0.43%,2.11,2.49,-0.39,4.6,0.07
65,房地产服务,3124.14,-1.40%,2.41,2.58,-0.17,4.99,0.07
54,黑色家电,2992.14,-0.96%,1.72,3.21,-1.49,4.93,0.07
23,贸易,2404.8,-0.18%,1.65,2.45,-0.81,4.1,0.06
29,汽车服务,1021.09,-0.38%,1.99,2.43,-0.44,4.42,0.06
16,农业服务,7099.17,0.08%,1.12,1.41,-0.28,2.5300000000000002,0.04
42,厨卫电器,5709.76,-0.62%,1.11,1.46,-0.35,2.5700000000000003,0.04
