,行业,行业指数,涨跌幅,流入资金(亿),流出资金(亿),净额(亿),成交额,成交额占比%
56,养殖业,2640.08,-0.05%,11.69,13.31,-1.62,25.0,0.36
0,燃气,1316.91,5.21%,13.72,10.06,3.67,23.78,0.34
53,钢铁,1453.49,0.06%,10.03,10.12,-0.09,20.15,0.29
23,家用轻工,3117.45,0.59%,9.33,9.55,-0.22,18.880000000000003,0.27
6,石油加工贸易,2947.04,1.70%,10.61,7.43,3.18,18.04,0.26
18,种植业与林业,3741.97,0.72%,9.32,7.3,2.02,16.62,0.24
28,其他电子,8676.93,0.50%,7.43,9.24,-1.81,16.67,0.24
44,美容护理,4638.1,0.21%,6.92,7.97,-1.05,14.89,0.21
8,物流,4562.54,1.38%,7.14,6.28,0.86,13.42,0.19
16,化学原料,2593.35,0.74%,7.19,6.24,0.94,13.43,0.19
14,服装家纺,2318.35,0.84%,6.63,5.92,0.72,12.55,0.18
61,电子化学品,30594.1,-0.11%,5.79,6.52,-0.73,12.309999999999999,0.18
7,景点及旅游,2875.79,1.70%,6.81,5.12,1.69,11.93,0.17
51,非汽车交运,2234.46,0.07%,5.63,6.18,-0.55,11.809999999999999,0.17
70,贵金属,2047.63,-0.38%,5.34,6.7,-1.37,12.04,0.17
64,金属新材料,8025.38,-0.17%,4.13,6.01,-1.88,10.14,0.15
38,仪器仪表,4000.94,0.30%,4.35,4.68,-0.33,9.03,0.13
32,互联网电商,6484.91,0.40%,4.1,5.03,-0.94,9.129999999999999,0.13
47,其他社会服务,15079.9,0.14%,4.28,5.03,-0.76,9.31,0.13
20,小家电,3225.47,0.62%,4.29,4.27,0.02,8.559999999999999,0.12
11,酒店及餐饮,2028.75,1.02%,4.67,3.95,0.73,8.620000000000001,0.12
17,造纸,1859.38,0.72%,4.08,4.18,-0.1,8.26,0.12
34,综合,2157.27,0.34%,3.8,3.28,0.52,7.08,0.1
9,公路铁路运输,1059.45,1.05%,4.13,3.01,1.12,7.14,0.1
55,教育,4516.23,0.00%,2.43,3.52,-1.09,5.95,0.09
22,纺织制造,1777.85,0.60%,2.68,3.0,-0.32,5.68,0.08
27,房地产服务,3258.05,0.52%,2.92,2.6,0.32,5.52,0.08
63,黑色家电,3096.28,-0.16%,1.64,3.08,-1.43,4.72,0.07
13,非金属材料,14374.2,0.90%,2.7,2.2,0.5,4.9,0.07
10,贸易,2447.93,1.03%,2.6,1.81,0.8,4.41,0.06
69,汽车服务,1038.72,-0.34%,1.74,2.55,-0.81,4.29,0.06
19,厨卫电器,5908.46,0.70%,1.09,1.18,-0.09,2.27,0.03
33,农业服务,7253.95,0.39%,1.08,1.16,-0.08,2.24,0.03
