,行业,行业指数,涨跌幅,流入资金(亿),流出资金(亿),净额(亿),成交额,成交额占比%
10,仪器仪表,3936.78,4.91%,16.64,13.6,3.04,30.240000000000002,0.29
5,电子化学品,29501.6,5.56%,16.42,11.35,5.07,27.770000000000003,0.27
44,物流,4441.15,2.59%,13.88,13.37,0.51,27.25,0.26
66,石油加工贸易,2859.38,1.11%,11.95,14.49,-2.54,26.439999999999998,0.26
31,其他社会服务,15219.3,3.27%,13.44,11.85,1.59,25.29,0.25
0,房地产服务,3521.04,7.38%,12.67,13.18,-0.51,25.85,0.25
43,医药商业,4733.71,2.61%,13.91,10.86,3.04,24.77,0.24
69,港口航运,903.431,0.65%,10.59,11.9,-1.31,22.490000000000002,0.22
56,贵金属,2048.41,1.86%,12.11,10.62,1.49,22.729999999999997,0.22
68,公路铁路运输,1057.86,0.68%,10.81,10.79,0.02,21.6,0.21
39,美容护理,4627.89,2.97%,11.85,9.14,2.72,20.990000000000002,0.2
11,其他电子,8231.74,4.78%,12.66,8.01,4.64,20.67,0.2
46,造纸,1818.9,2.52%,10.9,10.08,0.82,20.98,0.2
20,非汽车交运,2154.01,4.19%,11.91,8.6,3.31,20.509999999999998,0.2
40,小家电,3088.39,2.87%,9.59,9.55,0.03,19.14,0.19
48,服装家纺,2276.0,2.36%,9.24,7.83,1.41,17.07,0.17
18,互联网电商,6323.06,4.25%,10.34,6.25,4.1,16.59,0.16
51,机场航运,1974.99,2.04%,9.69,6.82,2.87,16.509999999999998,0.16
27,教育,4472.23,3.46%,8.75,7.29,1.45,16.04,0.16
65,油气开采及服务,1119.8,1.12%,8.22,7.39,0.83,15.61,0.15
17,金属新材料,7433.35,4.35%,9.06,6.85,2.21,15.91,0.15
42,景点及旅游,2774.08,2.62%,7.32,5.62,1.7,12.940000000000001,0.13
61,燃气,1273.57,1.42%,6.29,5.77,0.53,12.059999999999999,0.12
55,综合,2097.13,1.94%,6.18,5.73,0.45,11.91,0.12
34,酒店及餐饮,1918.67,3.18%,7.03,5.37,1.66,12.4,0.12
57,种植业与林业,3557.28,1.86%,5.89,5.94,-0.04,11.83,0.11
29,非金属材料,13706.4,3.34%,4.83,3.91,0.92,8.74,0.08
36,汽车服务,1016.03,3.04%,4.99,3.4,1.59,8.39,0.08
45,纺织制造,1774.21,2.53%,3.53,2.91,0.63,6.4399999999999995,0.06
28,黑色家电,2939.07,3.42%,3.86,2.84,1.02,6.699999999999999,0.06
59,贸易,2359.48,1.76%,2.94,2.68,0.26,5.62,0.05
23,厨卫电器,5817.4,3.84%,2.58,2.54,0.04,5.12,0.05
54,农业服务,7048.8,2.01%,2.02,1.67,0.34,3.69,0.04
