,行业,行业指数,涨跌幅,流入资金(亿),流出资金(亿),净额(亿),成交额,成交额占比%
32,化工合成材料,3957.78,-0.32%,18.18,20.77,-2.59,38.95,0.37
66,生物制品,5822.64,-0.92%,15.28,21.03,-5.74,36.31,0.35
30,白色家电,4660.54,-0.30%,16.09,18.22,-2.14,34.31,0.33
59,美容护理,4695.11,-0.81%,15.49,17.47,-1.98,32.96,0.31
49,石油加工贸易,2930.63,-0.68%,12.42,19.2,-6.78,31.619999999999997,0.3
54,物流,4578.15,-0.75%,12.17,14.61,-2.44,26.78,0.26
53,煤炭开采加工,2114.26,-0.74%,9.82,17.88,-8.06,27.7,0.26
71,养殖业,2646.02,-1.26%,10.73,15.95,-5.21,26.68,0.25
61,家用轻工,3171.63,-0.83%,11.39,14.92,-3.53,26.310000000000002,0.25
12,其他电子,8809.97,0.69%,12.49,12.22,0.28,24.71,0.24
33,农产品加工,3955.85,-0.38%,10.31,14.18,-3.87,24.490000000000002,0.23
43,化学原料,2614.64,-0.53%,9.14,12.92,-3.78,22.060000000000002,0.21
73,服装家纺,2343.0,-1.48%,8.51,13.23,-4.73,21.740000000000002,0.21
62,港口航运,929.118,-0.84%,7.55,12.38,-4.83,19.93,0.19
45,油气开采及服务,1138.29,-0.58%,8.15,10.23,-2.07,18.380000000000003,0.18
56,机场航运,2133.29,-0.79%,7.14,12.22,-5.07,19.36,0.18
11,互联网电商,6591.21,0.72%,9.52,8.69,0.83,18.21,0.17
65,医药商业,4713.53,-0.92%,7.34,10.19,-2.85,17.53,0.17
13,仪器仪表,4097.64,0.62%,9.41,8.71,0.7,18.12,0.17
46,综合,2203.22,-0.62%,8.08,9.91,-1.83,17.990000000000002,0.17
22,贵金属,2034.03,0.24%,7.63,8.77,-1.15,16.4,0.16
27,电子化学品,31087.6,0.09%,7.38,8.4,-1.01,15.780000000000001,0.15
26,房地产服务,3449.66,0.10%,7.59,7.99,-0.39,15.58,0.15
39,金属新材料,8041.41,-0.45%,6.89,9.02,-2.12,15.91,0.15
63,酒店及餐饮,2070.5,-0.87%,6.2,9.01,-2.81,15.21,0.15
70,公路铁路运输,1067.64,-1.06%,5.66,8.96,-3.3,14.620000000000001,0.14
67,种植业与林业,3681.51,-0.95%,4.9,9.04,-4.14,13.94,0.13
42,非汽车交运,2267.45,-0.53%,5.84,8.05,-2.21,13.89,0.13
8,其他社会服务,15169.0,1.01%,6.09,6.35,-0.26,12.44,0.12
7,黑色家电,3146.28,1.01%,7.2,5.2,2.0,12.4,0.12
16,教育,4588.45,0.47%,6.1,5.39,0.71,11.489999999999998,0.11
34,造纸,1883.29,-0.39%,4.66,5.73,-1.07,10.39,0.1
37,景点及旅游,2858.06,-0.43%,3.52,5.96,-2.44,9.48,0.09
72,纺织制造,1798.52,-1.48%,3.64,5.4,-1.76,9.040000000000001,0.09
64,小家电,3214.44,-0.88%,3.37,5.46,-2.09,8.83,0.08
35,汽车服务,1076.22,-0.40%,3.7,4.59,-0.89,8.29,0.08
40,贸易,2485.65,-0.46%,3.57,4.86,-1.29,8.43,0.08
38,非金属材料,14295.1,-0.45%,3.52,4.16,-0.64,7.68,0.07
57,燃气,1271.62,-0.81%,1.34,3.19,-1.85,4.53,0.04
60,农业服务,7310.53,-0.82%,1.02,1.7,-0.68,2.7199999999999998,0.03
51,厨卫电器,6029.87,-0.74%,1.2,1.73,-0.52,2.9299999999999997,0.03
