,行业,行业指数,涨跌幅,流入资金(亿),流出资金(亿),净额(亿),成交额,成交额占比%
22,综合,2133.49,-0.36%,5.66,9.71,-4.05,15.370000000000001,0.22
55,油气开采及服务,1109.18,-1.28%,5.38,10.02,-4.64,15.399999999999999,0.22
12,美容护理,4636.85,0.04%,7.09,7.93,-0.84,15.02,0.21
31,煤炭开采加工,2062.15,-0.54%,5.47,9.4,-3.93,14.870000000000001,0.21
58,其他电子,8267.55,-1.40%,6.28,8.06,-1.77,14.34,0.2
23,机场航运,2102.99,-0.39%,5.66,7.38,-1.72,13.04,0.19
30,养殖业,2557.99,-0.54%,6.0,7.68,-1.68,13.68,0.19
43,港口航运,911.768,-0.87%,5.04,8.18,-3.14,13.219999999999999,0.19
24,化学原料,2522.61,-0.39%,6.31,6.44,-0.12,12.75,0.18
28,贵金属,1957.93,-0.49%,5.24,7.43,-2.18,12.67,0.18
68,景点及旅游,2831.15,-1.73%,3.94,7.08,-3.13,11.02,0.16
35,公路铁路运输,1057.05,-0.63%,4.58,5.09,-0.51,9.67,0.14
26,其他社会服务,14829.0,-0.44%,4.65,5.04,-0.4,9.690000000000001,0.14
27,燃气,1256.73,-0.48%,3.82,5.72,-1.89,9.54,0.14
69,金属新材料,7602.89,-1.81%,3.35,5.58,-2.24,8.93,0.13
38,酒店及餐饮,1987.61,-0.77%,3.7,4.48,-0.78,8.18,0.12
8,纺织制造,1800.38,0.16%,3.8,4.31,-0.52,8.11,0.12
57,仪器仪表,3865.59,-1.37%,2.91,4.64,-1.72,7.55,0.11
34,种植业与林业,3578.91,-0.59%,3.4,4.49,-1.09,7.890000000000001,0.11
53,教育,4384.71,-1.19%,2.87,3.98,-1.11,6.85,0.1
50,小家电,3134.96,-1.18%,3.03,3.84,-0.8,6.869999999999999,0.1
1,房地产服务,3193.96,2.23%,3.98,2.88,1.1,6.859999999999999,0.1
54,黑色家电,2955.05,-1.24%,1.81,2.67,-0.86,4.48,0.06
19,贸易,2399.46,-0.22%,1.79,2.26,-0.47,4.05,0.06
47,汽车服务,1009.8,-1.11%,1.75,2.11,-0.36,3.86,0.05
37,非金属材料,14054.6,-0.74%,1.42,1.9,-0.47,3.32,0.05
9,厨卫电器,5716.48,0.12%,1.33,1.1,0.23,2.43,0.03
32,农业服务,7059.13,-0.56%,0.72,1.0,-0.28,1.72,0.02
