,行业,行业指数,涨跌幅,流入资金(亿),流出资金(亿),净额(亿),成交额,成交额占比%
6,生物制品,5876.75,1.79%,21.91,17.86,4.06,39.769999999999996,0.48
48,通信服务,1985.48,-0.44%,14.46,19.42,-4.96,33.88,0.41
62,白色家电,4674.41,-0.71%,13.3,16.41,-3.1,29.71,0.36
63,化工合成材料,3970.29,-0.75%,12.69,17.67,-4.97,30.36,0.36
59,石油加工贸易,2950.81,-0.64%,13.56,16.61,-3.05,30.17,0.36
12,养殖业,2679.92,0.98%,13.35,12.47,0.88,25.82,0.31
36,物流,4612.68,-0.24%,11.35,11.8,-0.45,23.15,0.28
67,其他电子,8749.8,-1.07%,8.78,13.52,-4.74,22.299999999999997,0.27
3,医药商业,4757.05,2.17%,13.68,9.13,4.54,22.810000000000002,0.27
26,煤炭开采加工,2130.13,-0.07%,9.48,11.85,-2.36,21.33,0.26
41,家用轻工,3198.23,-0.31%,10.22,11.75,-1.54,21.97,0.26
64,服装家纺,2378.22,-0.89%,9.22,11.75,-2.53,20.97,0.25
23,美容护理,4733.54,-0.05%,9.9,10.84,-0.95,20.740000000000002,0.25
35,化学原料,2628.49,-0.22%,8.66,10.43,-1.77,19.09,0.23
13,农产品加工,3971.08,0.98%,9.75,8.79,0.96,18.54,0.22
38,港口航运,936.959,-0.28%,7.72,10.11,-2.39,17.83,0.21
52,油气开采及服务,1144.98,-0.47%,7.17,9.45,-2.28,16.619999999999997,0.2
73,仪器仪表,4072.39,-1.43%,6.76,9.94,-3.17,16.7,0.2
30,机场航运,2150.28,-0.14%,7.73,8.71,-0.98,16.44,0.2
16,酒店及餐饮,2088.66,0.38%,7.41,8.68,-1.27,16.09,0.19
74,金属新材料,8077.65,-1.57%,5.99,8.58,-2.59,14.57,0.18
58,互联网电商,6543.75,-0.60%,6.52,8.48,-1.97,15.0,0.18
70,电子化学品,31058.5,-1.15%,5.72,8.33,-2.61,14.05,0.17
37,综合,2217.03,-0.24%,7.42,6.75,0.66,14.17,0.17
65,非汽车交运,2279.45,-0.95%,5.96,8.22,-2.26,14.18,0.17
4,房地产服务,3446.07,2.11%,7.08,6.56,0.52,13.64,0.16
68,贵金属,2029.16,-1.08%,5.76,7.8,-2.04,13.559999999999999,0.16
22,种植业与林业,3716.67,0.08%,5.79,6.01,-0.21,11.8,0.14
25,公路铁路运输,1079.1,-0.06%,4.87,5.57,-0.7,10.440000000000001,0.13
31,其他社会服务,15017.6,-0.15%,4.75,5.62,-0.87,10.370000000000001,0.12
27,景点及旅游,2870.45,-0.11%,3.11,4.8,-1.69,7.91,0.1
42,贸易,2497.2,-0.32%,3.7,4.51,-0.81,8.21,0.1
50,造纸,1890.56,-0.46%,3.1,4.12,-1.02,7.220000000000001,0.09
43,小家电,3242.86,-0.34%,3.61,3.94,-0.33,7.55,0.09
56,教育,4567.18,-0.58%,2.88,4.36,-1.48,7.24,0.09
53,纺织制造,1825.49,-0.51%,2.97,4.25,-1.28,7.220000000000001,0.09
19,汽车服务,1080.49,0.28%,3.53,4.12,-0.59,7.65,0.09
45,黑色家电,3114.68,-0.43%,2.38,4.22,-1.84,6.6,0.08
21,非金属材料,14359.0,0.14%,2.43,2.41,0.02,4.84,0.06
51,燃气,1281.97,-0.47%,1.33,2.04,-0.7,3.37,0.04
17,农业服务,7370.98,0.36%,1.3,1.02,0.28,2.3200000000000003,0.03
55,厨卫电器,6074.67,-0.58%,1.25,1.66,-0.42,2.91,0.03
