,行业,行业指数,涨跌幅,流入资金(亿),流出资金(亿),净额(亿),成交额,成交额占比%
50,造纸,1830.33,-1.78%,6.75,8.25,-1.49,15.0,0.2
16,仪器仪表,3920.56,-0.67%,7.1,8.11,-1.01,15.209999999999999,0.2
1,燃气,1274.0,1.46%,7.81,6.54,1.27,14.35,0.19
31,其他电子,8316.22,-1.19%,5.94,7.81,-1.87,13.75,0.19
37,其他社会服务,14793.0,-1.38%,5.57,6.2,-0.63,11.77,0.16
32,综合,2125.48,-1.28%,4.71,6.84,-2.13,11.55,0.16
63,景点及旅游,2764.74,-2.37%,3.3,7.47,-4.17,10.77,0.15
33,金属新材料,7614.47,-1.30%,4.62,5.46,-0.83,10.08,0.14
51,贵金属,1929.7,-1.79%,3.56,5.73,-2.17,9.290000000000001,0.13
46,种植业与林业,3563.32,-1.60%,3.21,5.54,-2.33,8.75,0.12
27,纺织制造,1792.59,-1.08%,3.6,4.36,-0.76,7.960000000000001,0.11
40,教育,4385.56,-1.44%,3.1,4.95,-1.85,8.05,0.11
73,酒店及餐饮,1929.67,-3.49%,2.34,5.82,-3.48,8.16,0.11
12,小家电,3166.22,-0.51%,3.54,3.78,-0.24,7.32,0.1
38,贸易,2400.06,-1.39%,3.02,3.71,-0.69,6.73,0.09
72,房地产服务,3072.61,-3.10%,1.96,3.14,-1.18,5.1,0.07
53,黑色家电,2952.19,-1.81%,1.65,3.0,-1.35,4.65,0.06
35,汽车服务,1012.14,-1.35%,1.69,3.11,-1.42,4.8,0.06
30,非金属材料,13896.6,-1.17%,1.86,2.2,-0.34,4.0600000000000005,0.05
59,厨卫电器,5676.43,-2.10%,0.54,1.16,-0.63,1.7,0.02
39,农业服务,7012.29,-1.41%,0.61,1.03,-0.42,1.6400000000000001,0.02
