,行业,行业指数,涨跌幅,流入资金(亿),流出资金(亿),净额(亿),成交额,成交额占比%
41,食品加工制造,5002.96,-0.37%,17.41,23.19,-5.78,40.6,0.49
73,生物制品,5773.49,-1.76%,14.4,26.36,-11.96,40.76,0.49
70,煤炭开采加工,2131.58,-1.45%,12.34,24.78,-12.44,37.120000000000005,0.44
30,化工合成材料,4000.26,-0.03%,16.47,18.11,-1.64,34.58,0.41
31,白色家电,4707.87,-0.08%,16.85,16.25,0.61,33.1,0.4
26,通信服务,1994.26,0.16%,13.67,18.55,-4.87,32.22,0.39
18,包装印刷,3070.96,0.31%,17.49,15.35,2.14,32.839999999999996,0.39
58,养殖业,2653.77,-0.80%,11.29,16.86,-5.57,28.15,0.34
65,美容护理,4735.75,-1.06%,11.85,15.09,-3.23,26.939999999999998,0.32
57,物流,4623.58,-0.75%,10.39,14.37,-3.98,24.759999999999998,0.3
37,服装家纺,2399.55,-0.33%,10.48,13.62,-3.14,24.1,0.29
3,仪器仪表,4131.66,1.21%,12.54,12.04,0.51,24.58,0.29
27,其他电子,8844.53,0.11%,11.23,12.32,-1.1,23.55,0.28
45,油气开采及服务,1150.44,-0.45%,9.38,13.68,-4.3,23.060000000000002,0.28
39,家用轻工,3208.14,-0.33%,10.32,12.5,-2.17,22.82,0.27
60,港口航运,939.597,-0.86%,8.8,14.04,-5.23,22.84,0.27
47,贵金属,2051.22,-0.48%,10.11,12.64,-2.53,22.75,0.27
49,金属新材料,8206.57,-0.55%,10.17,12.13,-1.96,22.3,0.27
2,电子化学品,31420.4,1.26%,11.77,9.52,2.25,21.29,0.25
59,农产品加工,3932.67,-0.85%,7.56,11.45,-3.9,19.009999999999998,0.23
74,酒店及餐饮,2080.79,-1.89%,7.51,10.92,-3.41,18.43,0.22
62,机场航运,2153.33,-0.92%,7.53,11.06,-3.53,18.59,0.22
33,化学原料,2634.17,-0.17%,7.51,10.22,-2.71,17.73,0.21
25,互联网电商,6583.18,0.20%,7.67,7.6,0.07,15.27,0.18
17,非汽车交运,2301.37,0.31%,6.96,8.01,-1.06,14.969999999999999,0.18
52,种植业与林业,3713.7,-0.63%,5.4,8.65,-3.25,14.05,0.17
48,医药商业,4656.19,-0.50%,5.87,8.41,-2.55,14.280000000000001,0.17
28,综合,2222.44,0.11%,6.46,7.97,-1.51,14.43,0.17
7,其他社会服务,15040.2,0.79%,4.92,7.46,-2.54,12.379999999999999,0.15
75,景点及旅游,2873.5,-1.95%,3.91,7.61,-3.7,11.52,0.14
50,公路铁路运输,1079.75,-0.56%,4.61,7.45,-2.84,12.06,0.14
1,房地产服务,3374.89,1.32%,6.34,5.36,0.98,11.7,0.14
32,贸易,2505.09,-0.09%,4.96,6.15,-1.19,11.11,0.13
53,造纸,1899.34,-0.64%,4.58,5.64,-1.06,10.219999999999999,0.12
71,教育,4593.96,-1.53%,3.03,5.98,-2.95,9.01,0.11
42,汽车服务,1077.48,-0.38%,3.2,3.91,-0.71,7.11,0.09
15,小家电,3253.84,0.33%,3.84,4.01,-0.17,7.85,0.09
36,纺织制造,1834.92,-0.30%,2.79,3.78,-0.99,6.57,0.08
20,黑色家电,3128.03,0.26%,3.36,2.79,0.58,6.15,0.07
38,非金属材料,14338.2,-0.33%,1.99,2.89,-0.9,4.88,0.06
55,燃气,1288.04,-0.69%,1.53,2.55,-1.02,4.08,0.05
23,厨卫电器,6110.27,0.23%,1.76,1.56,0.2,3.3200000000000003,0.04
54,农业服务,7344.41,-0.65%,1.28,1.58,-0.3,2.8600000000000003,0.03
