,行业,行业指数,涨跌幅,流入资金(亿),流出资金(亿),净额(亿),成交额,成交额占比%
71,互联网电商,6569.77,-1.23%,10.6,13.72,-3.12,24.32,0.26
6,油气开采及服务,1155.66,1.11%,12.77,10.57,2.2,23.34,0.25
1,金属新材料,8251.58,2.58%,11.98,9.6,2.38,21.58,0.23
52,种植业与林业,3737.27,-0.66%,8.38,12.2,-3.81,20.58,0.22
34,化学原料,2638.76,-0.22%,8.4,12.5,-4.1,20.9,0.22
17,综合,2219.93,0.34%,9.16,9.49,-0.32,18.65,0.2
72,医药商业,4679.61,-1.23%,7.38,10.51,-3.14,17.89,0.19
8,仪器仪表,4082.4,0.82%,7.82,8.39,-0.56,16.21,0.17
67,景点及旅游,2930.75,-1.11%,5.88,10.58,-4.71,16.46,0.17
14,造纸,1911.6,0.51%,7.57,6.7,0.87,14.27,0.15
24,非汽车交运,2294.2,0.10%,7.01,7.53,-0.52,14.54,0.15
25,电子化学品,31030.6,0.07%,7.03,7.67,-0.64,14.7,0.15
19,公路铁路运输,1085.85,0.26%,5.72,7.28,-1.56,13.0,0.14
56,非金属材料,14386.2,-0.78%,5.18,7.69,-2.51,12.870000000000001,0.14
10,教育,4665.33,0.64%,5.97,6.49,-0.52,12.46,0.13
26,房地产服务,3330.75,0.02%,4.95,6.8,-1.85,11.75,0.12
54,汽车服务,1081.62,-0.71%,5.52,5.56,-0.04,11.079999999999998,0.12
27,其他社会服务,14922.5,0.02%,3.86,6.35,-2.49,10.209999999999999,0.11
28,贸易,2507.37,-0.01%,5.16,4.91,0.25,10.07,0.11
70,小家电,3243.17,-1.23%,3.62,5.42,-1.8,9.04,0.1
45,纺织制造,1840.39,-0.47%,4.14,5.31,-1.17,9.45,0.1
35,黑色家电,3120.08,-0.30%,3.71,4.51,-0.8,8.219999999999999,0.09
7,燃气,1297.05,0.85%,3.5,2.9,0.59,6.4,0.07
49,厨卫电器,6096.02,-0.58%,1.86,2.01,-0.15,3.87,0.04
40,农业服务,7392.78,-0.39%,1.44,1.91,-0.46,3.3499999999999996,0.04
