,行业,行业指数,涨跌幅,流入资金(亿),流出资金(亿),净额(亿),成交额,成交额占比%
12,造纸,1733.94,-0.48%,9.76,9.18,0.57,18.939999999999998,0.25
9,美容护理,4449.02,-0.42%,8.67,10.41,-1.73,19.08,0.25
14,石油加工贸易,2787.12,-0.49%,9.37,8.85,0.52,18.22,0.24
66,其他电子,7857.47,-3.39%,6.73,11.64,-4.91,18.37,0.24
47,物流,4285.29,-1.86%,8.03,10.66,-2.63,18.689999999999998,0.24
56,电子化学品,27862.7,-2.44%,6.92,10.41,-3.49,17.33,0.23
63,非汽车交运,2050.07,-2.86%,7.4,9.27,-1.87,16.67,0.22
19,港口航运,884.74,-0.81%,7.84,9.16,-1.32,17.0,0.22
51,仪器仪表,3738.29,-1.99%,6.86,8.35,-1.49,15.21,0.2
17,种植业与林业,3483.07,-0.76%,6.64,6.84,-0.2,13.48,0.18
7,公路铁路运输,1038.51,0.28%,7.43,6.21,1.22,13.64,0.18
33,机场航运,1931.57,-1.53%,5.22,8.22,-3.0,13.440000000000001,0.18
11,油气开采及服务,1093.15,-0.47%,5.44,5.73,-0.28,11.170000000000002,0.15
71,互联网电商,6044.87,-3.68%,3.86,7.35,-3.48,11.209999999999999,0.15
35,服装家纺,2196.93,-1.59%,5.39,6.22,-0.83,11.61,0.15
1,燃气,1250.8,0.98%,6.07,5.75,0.32,11.82,0.15
59,酒店及餐饮,1862.52,-2.55%,3.77,5.18,-1.4,8.95,0.12
64,教育,4257.26,-3.05%,3.46,5.98,-2.51,9.440000000000001,0.12
26,综合,2029.36,-1.33%,3.7,4.94,-1.24,8.64,0.11
0,房地产服务,3083.21,2.78%,4.68,4.01,0.67,8.69,0.11
41,景点及旅游,2686.66,-1.75%,2.87,4.58,-1.71,7.45,0.1
65,黑色家电,2805.85,-3.26%,2.47,4.26,-1.79,6.73,0.09
52,小家电,3003.42,-2.02%,3.23,3.65,-0.42,6.88,0.09
57,金属新材料,7077.67,-2.54%,2.49,3.92,-1.43,6.41,0.08
43,汽车服务,983.105,-1.83%,2.52,3.35,-0.83,5.87,0.08
48,贸易,2281.04,-1.87%,1.97,3.14,-1.17,5.11,0.07
29,纺织制造,1702.93,-1.38%,2.46,2.85,-0.39,5.3100000000000005,0.07
40,非金属材料,13126.1,-1.73%,1.8,3.12,-1.32,4.92,0.06
10,农业服务,6862.14,-0.45%,0.96,1.09,-0.14,2.05,0.03
27,厨卫电器,5443.32,-1.34%,0.93,0.94,-0.0,1.87,0.02
