,行业,行业指数,涨跌幅,流入资金(亿),流出资金(亿),净额(亿),成交额,成交额占比%
48,物流,4543.26,-0.76%,6.33,10.21,-3.88,16.54,0.19
10,贵金属,2045.38,0.56%,9.7,7.52,2.18,17.22,0.19
68,医药商业,4612.31,-2.15%,5.87,10.6,-4.73,16.47,0.19
19,油气开采及服务,1137.06,-0.11%,6.36,9.5,-3.14,15.86,0.18
44,服装家纺,2325.96,-0.73%,6.43,8.66,-2.22,15.09,0.17
9,非汽车交运,2280.61,0.58%,7.31,7.63,-0.32,14.94,0.17
42,电子化学品,30881.2,-0.66%,5.87,8.41,-2.54,14.280000000000001,0.16
37,仪器仪表,4074.66,-0.56%,6.22,7.67,-1.45,13.89,0.16
50,造纸,1868.47,-0.79%,6.79,6.65,0.14,13.440000000000001,0.15
15,其他社会服务,15175.5,0.04%,5.75,7.23,-1.48,12.98,0.15
30,互联网电商,6569.85,-0.32%,5.45,7.58,-2.13,13.030000000000001,0.15
57,港口航运,919.983,-0.98%,5.13,8.42,-3.3,13.55,0.15
35,机场航运,2122.08,-0.53%,4.39,7.46,-3.06,11.85,0.13
43,综合,2188.25,-0.68%,3.95,6.57,-2.62,10.52,0.12
73,房地产服务,3348.45,-2.93%,4.74,5.9,-1.17,10.64,0.12
56,公路铁路运输,1057.54,-0.95%,4.2,5.88,-1.68,10.08,0.11
21,教育,4581.84,-0.14%,3.37,5.17,-1.8,8.54,0.1
53,酒店及餐饮,2052.42,-0.87%,3.35,5.1,-1.75,8.45,0.1
20,小家电,3210.65,-0.12%,3.62,4.1,-0.48,7.72,0.09
18,黑色家电,3144.07,-0.07%,3.38,4.04,-0.66,7.42,0.08
13,景点及旅游,2866.77,0.30%,3.75,3.76,-0.0,7.51,0.08
55,贸易,2462.38,-0.94%,3.31,3.76,-0.45,7.07,0.08
51,纺织制造,1783.39,-0.84%,2.97,3.58,-0.61,6.550000000000001,0.07
47,汽车服务,1068.18,-0.75%,2.62,3.58,-0.96,6.2,0.07
45,燃气,1262.15,-0.74%,1.62,2.49,-0.87,4.11,0.05
40,非金属材料,14204.3,-0.64%,1.14,2.26,-1.13,3.3999999999999995,0.04
59,厨卫电器,5965.04,-1.07%,1.13,1.7,-0.57,2.83,0.03
49,农业服务,7253.46,-0.78%,1.08,1.48,-0.41,2.56,0.03
