,行业,行业指数,涨跌幅,流入资金(亿),流出资金(亿),净额(亿),成交额,成交额占比%
55,综合,2070.07,-0.86%,3.49,5.67,-2.18,9.16,0.11
59,黑色家电,2932.25,-1.03%,3.59,5.07,-1.49,8.66,0.1
57,景点及旅游,2752.71,-0.90%,3.45,5.14,-1.68,8.59,0.1
42,燃气,1246.96,-0.61%,2.61,3.89,-1.28,6.5,0.08
62,汽车服务,1004.56,-1.15%,2.2,2.95,-0.75,5.15,0.06
39,纺织制造,1774.13,-0.53%,2.12,2.63,-0.51,4.75,0.06
53,贸易,2308.66,-0.85%,1.66,2.52,-0.87,4.18,0.05
48,非金属材料,13743.5,-0.79%,1.96,2.35,-0.38,4.3100000000000005,0.05
38,厨卫电器,5848.52,-0.50%,1.25,1.66,-0.4,2.91,0.04
26,农业服务,7024.71,-0.23%,0.86,0.82,0.03,1.68,0.02
