日期,股票简称,最新价,涨跌幅,换手率,流入资金(亿元),流出资金(亿元),净额(亿元),净买入率,成交额(亿元),涨速(%),量比,振幅(%),流通股,流通市值,市盈率
2023-07-28,国科恒泰,17.69,-1.45%,12.03%,0.583187,0.820953,-0.237766,-2.03%,1.4,0.0,0.78,2.56,66249799.99999999,1172000000.0,79.02
2023-07-27,国科恒泰,17.95,-0.88%,11.59%,0.527162,0.8403379999999998,-0.31317599999999984,-2.63%,1.37,0.06,0.7,3.15,66249799.99999999,1189000000.0,80.18
2023-07-26,国科恒泰,18.11,-0.11%,13.16%,0.725499,0.8534149999999999,-0.127916,-1.07%,1.58,0.11,0.73,2.7,66249799.99999999,1200000000.0,80.9
2023-07-24,国科恒泰,17.54,-4.05%,15.23%,0.7201649999999999,1.05,-0.329835,-2.84%,1.77,0.0,0.67,3.83,66249799.99999999,1162000000.0,78.35
2023-07-21,国科恒泰,18.28,2.52%,20.52%,1.34,1.14,0.2,1.65%,2.48,0.0,0.76,3.98,66249799.99999999,1211000000.0,81.66
2023-07-20,国科恒泰,17.88,-2.08%,15.75%,0.771135,1.11,-0.338865,-2.87%,1.9,-0.11,0.49,3.62,66249799.99999999,1181000000.0,79.65
2023-07-19,国科恒泰,18.24,0.44%,18.65%,1.02,1.12,-0.1,-0.83%,2.22,0.06,0.43,3.25,66249799.99999999,1210000000.0,81.57
2023-07-17,国科恒泰,18.56,-8.03%,34.11%,1.8,2.49,-0.6900000000000003,-5.61%,4.29,0.0,0.59,7.68,66249799.99999999,1230000000.0,82.91
2023-07-14,国科恒泰,20.18,-6.36%,41.58%,2.35,3.36,-1.01,-7.55%,5.71,-0.1,0.63,8.63,66249799.99999999,1337000000.0,90.14
2023-07-12,国科恒泰,26.08,94.77%,74.30%,5.08,5.07,0.01,0.06%,10.15,0.0,--,51.01,66249799.99999999,1728000000.0,116.5
